trip_id,arrival_time,departure_time,stop_id,stop_sequence
79633_5519,20:06:00,20:06:00,76109,1
79633_5519,20:16:00,20:16:00,76000,2
86617_5599,19:15:00,19:15:00,76109,1
86617_5599,19:23:00,19:27:00,76000,2
86617_5599,19:34:00,19:37:00,75903,3
86617_5599,19:54:00,19:55:00,73700,4
86617_5599,20:03:00,20:13:00,72900,5
86617_5599,20:22:00,20:25:00,73312,6
86617_5599,20:44:00,20:45:00,74658,7
86617_5599,20:52:00,20:52:00,74633,8
86617_5599,20:56:00,20:57:00,74583,9
86617_5599,21:08:00,21:09:00,75200,10
86617_5599,21:13:00,21:14:00,75309,11
86617_5599,21:21:00,21:22:00,75424,12
86617_5599,21:29:00,21:30:00,264927,13
86617_5599,21:36:00,21:37:00,62687,14
86617_5599,21:41:00,21:41:00,62653,15
86617_5600,19:15:00,19:15:00,76109,1
86617_5600,19:23:00,19:27:00,76000,2
86617_5600,19:34:00,19:37:00,75903,3
86617_5600,19:54:00,19:55:00,73700,4
86617_5600,20:03:00,20:13:00,72900,5
86617_5600,20:22:00,20:25:00,73312,6
86617_5600,20:44:00,20:45:00,74658,7
86617_5600,20:52:00,20:52:00,74633,8
86617_5600,20:56:00,20:57:00,74583,9
86617_5600,21:08:00,21:09:00,75200,10
86617_5600,21:13:00,21:14:00,75309,11
86617_5600,21:21:00,21:22:00,75424,12
86617_5600,21:29:00,21:30:00,264927,13
86617_5600,21:36:00,21:37:00,62687,14
86617_5600,21:41:00,21:41:00,62653,15
86618_5601,19:18:00,19:18:00,76109,1
86618_5601,19:27:00,19:28:00,76000,2
86618_5601,19:34:00,19:35:00,75903,3
86618_5601,19:48:00,19:53:00,73700,4
86618_5601,20:01:00,20:06:00,72900,5
86618_5601,20:13:00,20:15:00,73312,6
86618_5601,20:26:00,20:27:00,74658,7
86618_5601,20:32:00,20:33:00,74633,8
86618_5601,20:36:00,20:37:00,74583,9
86618_5601,20:49:00,20:50:00,75200,10
86618_5601,20:54:00,21:02:00,75309,11
86618_5601,21:09:00,21:10:00,75424,12
86618_5601,21:17:00,21:18:00,264927,13
86618_5601,21:24:00,21:25:00,62687,14
86618_5601,21:29:00,21:29:00,62653,15
86619_5602,19:50:00,19:50:00,76109,1
86619_5602,19:52:00,19:53:00,76133,2
86619_5602,19:55:00,19:55:00,76141,3
86619_5602,19:58:00,19:58:00,76067,4
86619_5602,20:00:00,20:01:00,76075,5
86619_5602,20:03:00,20:04:00,76000,6
86619_5602,20:07:00,20:08:00,75952,7
86619_5602,20:09:00,20:10:00,75937,8
86619_5602,20:13:00,20:14:00,75903,9
86619_5602,20:19:00,20:19:00,75986,10
86619_5602,20:24:00,20:24:00,75960,11
86619_5602,20:30:00,20:30:00,75978,12
86619_5602,20:34:00,20:41:00,73700,13
86619_5602,20:46:00,20:47:00,72975,14
86619_5602,20:50:00,20:50:00,72967,15
86619_5602,20:53:00,20:54:00,72900,16
86619_5602,21:04:00,21:07:00,73312,17
86619_5602,21:21:00,21:22:00,73502,18
86619_5602,21:42:00,21:47:00,74500,19
86619_5602,21:54:00,21:55:00,75200,20
86619_5602,21:59:00,22:01:00,75309,21
86619_5602,22:08:00,22:16:00,75424,22
86619_5602,22:23:00,22:24:00,264927,23
86619_5602,22:32:00,22:33:00,62687,24
86619_5602,22:37:00,22:37:00,62653,25
86620_5603,19:50:00,19:50:00,76109,1
86620_5603,19:52:00,19:53:00,76133,2
86620_5603,19:55:00,19:55:00,76141,3
86620_5603,19:58:00,19:58:00,76067,4
86620_5603,20:00:00,20:01:00,76075,5
86620_5603,20:03:00,20:04:00,76000,6
86620_5603,20:07:00,20:08:00,75952,7
86620_5603,20:09:00,20:10:00,75937,8
86620_5603,20:13:00,20:14:00,75903,9
86620_5603,20:19:00,20:19:00,75986,10
86620_5603,20:24:00,20:24:00,75960,11
86620_5603,20:30:00,20:30:00,75978,12
86620_5603,20:34:00,20:41:00,73700,13
86620_5603,20:46:00,20:47:00,72975,14
86620_5603,20:50:00,20:50:00,72967,15
86620_5603,20:53:00,20:54:00,72900,16
86620_5603,21:04:00,21:07:00,73312,17
86620_5603,21:20:00,21:22:00,73502,18
86620_5603,21:42:00,21:47:00,74500,19
86620_5603,21:55:00,21:55:00,75200,20
86620_5603,22:00:00,22:01:00,75309,21
86620_5603,22:08:00,22:16:00,75424,22
86620_5603,22:23:00,22:24:00,264927,23
86620_5603,22:32:00,22:33:00,62687,24
86620_5603,22:37:00,22:37:00,62653,25
86620_5604,19:50:00,19:50:00,76109,1
86620_5604,19:52:00,19:53:00,76133,2
86620_5604,19:55:00,19:55:00,76141,3
86620_5604,19:58:00,19:58:00,76067,4
86620_5604,20:00:00,20:01:00,76075,5
86620_5604,20:03:00,20:04:00,76000,6
86620_5604,20:07:00,20:08:00,75952,7
86620_5604,20:09:00,20:10:00,75937,8
86620_5604,20:13:00,20:14:00,75903,9
86620_5604,20:19:00,20:19:00,75986,10
86620_5604,20:24:00,20:24:00,75960,11
86620_5604,20:30:00,20:30:00,75978,12
86620_5604,20:34:00,20:41:00,73700,13
86620_5604,20:46:00,20:47:00,72975,14
86620_5604,20:50:00,20:50:00,72967,15
86620_5604,20:53:00,20:54:00,72900,16
86620_5604,21:04:00,21:07:00,73312,17
86620_5604,21:20:00,21:22:00,73502,18
86620_5604,21:42:00,21:47:00,74500,19
86620_5604,21:55:00,21:55:00,75200,20
86620_5604,22:00:00,22:01:00,75309,21
86620_5604,22:08:00,22:16:00,75424,22
86620_5604,22:23:00,22:24:00,264927,23
86620_5604,22:32:00,22:33:00,62687,24
86620_5604,22:37:00,22:37:00,62653,25
86620_5605,19:50:00,19:50:00,76109,1
86620_5605,19:52:00,19:53:00,76133,2
86620_5605,19:55:00,19:55:00,76141,3
86620_5605,19:58:00,19:58:00,76067,4
86620_5605,20:00:00,20:01:00,76075,5
86620_5605,20:03:00,20:04:00,76000,6
86620_5605,20:07:00,20:08:00,75952,7
86620_5605,20:09:00,20:10:00,75937,8
86620_5605,20:13:00,20:14:00,75903,9
86620_5605,20:19:00,20:19:00,75986,10
86620_5605,20:24:00,20:24:00,75960,11
86620_5605,20:30:00,20:30:00,75978,12
86620_5605,20:34:00,20:41:00,73700,13
86620_5605,20:46:00,20:47:00,72975,14
86620_5605,20:50:00,20:50:00,72967,15
86620_5605,20:53:00,20:54:00,72900,16
86620_5605,21:04:00,21:07:00,73312,17
86620_5605,21:20:00,21:22:00,73502,18
86620_5605,21:42:00,21:47:00,74500,19
86620_5605,21:55:00,21:55:00,75200,20
86620_5605,22:00:00,22:01:00,75309,21
86620_5605,22:08:00,22:16:00,75424,22
86620_5605,22:23:00,22:24:00,264927,23
86620_5605,22:32:00,22:33:00,62687,24
86620_5605,22:37:00,22:37:00,62653,25
86621_5606,19:50:00,19:50:00,76109,1
86621_5606,19:52:00,19:53:00,76133,2
86621_5606,19:55:00,19:55:00,76141,3
86621_5606,19:58:00,19:58:00,76067,4
86621_5606,20:00:00,20:01:00,76075,5
86621_5606,20:03:00,20:04:00,76000,6
86621_5606,20:07:00,20:08:00,75952,7
86621_5606,20:09:00,20:10:00,75937,8
86621_5606,20:13:00,20:14:00,75903,9
86621_5606,20:19:00,20:19:00,75986,10
86621_5606,20:24:00,20:24:00,75960,11
86621_5606,20:30:00,20:30:00,75978,12
86621_5606,20:34:00,20:41:00,73700,13
86621_5606,20:46:00,20:47:00,72975,14
86621_5606,20:50:00,20:50:00,72967,15
86621_5606,20:53:00,20:54:00,72900,16
86621_5606,21:04:00,21:07:00,73312,17
86621_5606,21:20:00,21:22:00,73502,18
86621_5606,21:42:00,21:47:00,74500,19
86621_5606,21:57:00,21:58:00,75200,20
86621_5606,22:02:00,22:06:00,75309,21
86621_5606,22:13:00,22:16:00,75424,22
86621_5606,22:23:00,22:24:00,264927,23
86621_5606,22:32:00,22:33:00,62687,24
86621_5606,22:37:00,22:37:00,62653,25
86622_5607,19:50:00,19:50:00,76109,1
86622_5607,19:52:00,19:53:00,76133,2
86622_5607,19:55:00,19:55:00,76141,3
86622_5607,19:58:00,19:58:00,76067,4
86622_5607,20:00:00,20:01:00,76075,5
86622_5607,20:03:00,20:04:00,76000,6
86622_5607,20:07:00,20:08:00,75952,7
86622_5607,20:09:00,20:10:00,75937,8
86622_5607,20:13:00,20:14:00,75903,9
86622_5607,20:19:00,20:19:00,75986,10
86622_5607,20:24:00,20:24:00,75960,11
86622_5607,20:30:00,20:30:00,75978,12
86622_5607,20:34:00,20:41:00,73700,13
86622_5607,20:46:00,20:47:00,72975,14
86622_5607,20:50:00,20:50:00,72967,15
86622_5607,20:53:00,20:54:00,72900,16
86622_5607,21:04:00,21:07:00,73312,17
86622_5607,21:20:00,21:22:00,73502,18
86622_5607,21:42:00,21:47:00,74500,19
86622_5607,21:57:00,21:58:00,75200,20
86622_5607,22:02:00,22:06:00,75309,21
86622_5607,22:13:00,22:16:00,75424,22
86622_5607,22:23:00,22:24:00,264927,23
86622_5607,22:32:00,22:33:00,62687,24
86622_5607,22:37:00,22:37:00,62653,25
86623_5608,19:12:00,19:12:00,76109,1
86623_5608,19:21:00,19:22:00,76000,2
86623_5608,19:28:00,19:31:00,75903,3
86623_5608,19:49:00,19:50:00,73700,4
86623_5608,20:02:00,20:28:00,72900,5
86623_5608,20:37:00,20:41:00,73312,6
86623_5608,20:54:00,20:55:00,74658,7
86623_5608,21:01:00,21:01:00,74633,8
86623_5608,21:04:00,21:05:00,74583,9
86623_5608,21:17:00,21:18:00,75200,10
86623_5608,21:22:00,21:23:00,75309,11
86623_5608,21:30:00,21:31:00,75424,12
86623_5608,21:37:00,21:38:00,264927,13
86623_5608,21:45:00,21:45:00,62687,14
86623_5608,21:49:00,21:49:00,62653,15
84770_12219,12:43:00,12:43:00,76109,1
84770_12219,12:45:00,12:45:00,76133,2
84770_12219,12:47:00,12:48:00,76141,3
84770_12219,12:51:00,12:51:00,76067,4
84770_12219,12:53:00,12:54:00,76075,5
84770_12219,12:56:00,12:57:00,76000,6
84770_12219,13:00:00,13:01:00,75952,7
84770_12219,13:02:00,13:03:00,75937,8
84770_12219,13:07:00,13:08:00,75903,9
84770_12219,13:12:00,13:13:00,75986,10
84770_12219,13:18:00,13:18:00,75960,11
84770_12219,13:24:00,13:24:00,75978,12
84770_12219,13:28:00,13:29:00,73700,13
84770_12219,13:33:00,13:33:00,72975,14
84770_12219,13:36:00,13:36:00,72967,15
84770_12219,13:39:00,13:41:00,72900,16
84770_12219,13:52:00,13:52:00,73312,17
84770_12220,12:43:00,12:43:00,76109,1
84770_12220,12:45:00,12:45:00,76133,2
84770_12220,12:47:00,12:48:00,76141,3
84770_12220,12:51:00,12:51:00,76067,4
84770_12220,12:53:00,12:54:00,76075,5
84770_12220,12:56:00,12:57:00,76000,6
84770_12220,13:00:00,13:01:00,75952,7
84770_12220,13:02:00,13:03:00,75937,8
84770_12220,13:07:00,13:08:00,75903,9
84770_12220,13:12:00,13:13:00,75986,10
84770_12220,13:18:00,13:18:00,75960,11
84770_12220,13:24:00,13:24:00,75978,12
84770_12220,13:28:00,13:29:00,73700,13
84770_12220,13:33:00,13:33:00,72975,14
84770_12220,13:36:00,13:36:00,72967,15
84770_12220,13:39:00,13:41:00,72900,16
84770_12220,13:52:00,13:52:00,73312,17
84770_12221,12:43:00,12:43:00,76109,1
84770_12221,12:45:00,12:45:00,76133,2
84770_12221,12:47:00,12:48:00,76141,3
84770_12221,12:51:00,12:51:00,76067,4
84770_12221,12:53:00,12:54:00,76075,5
84770_12221,12:56:00,12:57:00,76000,6
84770_12221,13:00:00,13:01:00,75952,7
84770_12221,13:02:00,13:03:00,75937,8
84770_12221,13:07:00,13:08:00,75903,9
84770_12221,13:12:00,13:13:00,75986,10
84770_12221,13:18:00,13:18:00,75960,11
84770_12221,13:24:00,13:24:00,75978,12
84770_12221,13:28:00,13:29:00,73700,13
84770_12221,13:33:00,13:33:00,72975,14
84770_12221,13:36:00,13:36:00,72967,15
84770_12221,13:39:00,13:41:00,72900,16
84770_12221,13:52:00,13:52:00,73312,17
84770_12222,12:43:00,12:43:00,76109,1
84770_12222,12:45:00,12:45:00,76133,2
84770_12222,12:47:00,12:48:00,76141,3
84770_12222,12:51:00,12:51:00,76067,4
84770_12222,12:53:00,12:54:00,76075,5
84770_12222,12:56:00,12:57:00,76000,6
84770_12222,13:00:00,13:01:00,75952,7
84770_12222,13:02:00,13:03:00,75937,8
84770_12222,13:07:00,13:08:00,75903,9
84770_12222,13:12:00,13:13:00,75986,10
84770_12222,13:18:00,13:18:00,75960,11
84770_12222,13:24:00,13:24:00,75978,12
84770_12222,13:28:00,13:29:00,73700,13
84770_12222,13:33:00,13:33:00,72975,14
84770_12222,13:36:00,13:36:00,72967,15
84770_12222,13:39:00,13:41:00,72900,16
84770_12222,13:52:00,13:52:00,73312,17
84770_12223,12:43:00,12:43:00,76109,1
84770_12223,12:45:00,12:45:00,76133,2
84770_12223,12:47:00,12:48:00,76141,3
84770_12223,12:51:00,12:51:00,76067,4
84770_12223,12:53:00,12:54:00,76075,5
84770_12223,12:56:00,12:57:00,76000,6
84770_12223,13:00:00,13:01:00,75952,7
84770_12223,13:02:00,13:03:00,75937,8
84770_12223,13:07:00,13:08:00,75903,9
84770_12223,13:12:00,13:13:00,75986,10
84770_12223,13:18:00,13:18:00,75960,11
84770_12223,13:24:00,13:24:00,75978,12
84770_12223,13:28:00,13:29:00,73700,13
84770_12223,13:33:00,13:33:00,72975,14
84770_12223,13:36:00,13:36:00,72967,15
84770_12223,13:39:00,13:41:00,72900,16
84770_12223,13:52:00,13:52:00,73312,17
84771_12224,12:43:00,12:43:00,76109,1
84771_12224,12:45:00,12:45:00,76133,2
84771_12224,12:47:00,12:48:00,76141,3
84771_12224,12:51:00,12:51:00,76067,4
84771_12224,12:53:00,12:54:00,76075,5
84771_12224,12:57:00,12:57:00,76000,6
84771_12224,13:00:00,13:01:00,75952,7
84771_12224,13:03:00,13:03:00,75937,8
84771_12224,13:07:00,13:08:00,75903,9
84771_12224,13:12:00,13:13:00,75986,10
84771_12224,13:18:00,13:18:00,75960,11
84771_12224,13:24:00,13:24:00,75978,12
84771_12224,13:28:00,13:29:00,73700,13
84771_12224,13:33:00,13:33:00,72975,14
84771_12224,13:37:00,13:37:00,72967,15
84771_12224,13:40:00,13:41:00,72900,16
84771_12224,13:52:00,13:52:00,73312,17
84771_12225,12:43:00,12:43:00,76109,1
84771_12225,12:45:00,12:45:00,76133,2
84771_12225,12:47:00,12:48:00,76141,3
84771_12225,12:51:00,12:51:00,76067,4
84771_12225,12:53:00,12:54:00,76075,5
84771_12225,12:57:00,12:57:00,76000,6
84771_12225,13:00:00,13:01:00,75952,7
84771_12225,13:03:00,13:03:00,75937,8
84771_12225,13:07:00,13:08:00,75903,9
84771_12225,13:12:00,13:13:00,75986,10
84771_12225,13:18:00,13:18:00,75960,11
84771_12225,13:24:00,13:24:00,75978,12
84771_12225,13:28:00,13:29:00,73700,13
84771_12225,13:33:00,13:33:00,72975,14
84771_12225,13:37:00,13:37:00,72967,15
84771_12225,13:40:00,13:41:00,72900,16
84771_12225,13:52:00,13:52:00,73312,17
84771_12226,12:43:00,12:43:00,76109,1
84771_12226,12:45:00,12:45:00,76133,2
84771_12226,12:47:00,12:48:00,76141,3
84771_12226,12:51:00,12:51:00,76067,4
84771_12226,12:53:00,12:54:00,76075,5
84771_12226,12:57:00,12:57:00,76000,6
84771_12226,13:00:00,13:01:00,75952,7
84771_12226,13:03:00,13:03:00,75937,8
84771_12226,13:07:00,13:08:00,75903,9
84771_12226,13:12:00,13:13:00,75986,10
84771_12226,13:18:00,13:18:00,75960,11
84771_12226,13:24:00,13:24:00,75978,12
84771_12226,13:28:00,13:29:00,73700,13
84771_12226,13:33:00,13:33:00,72975,14
84771_12226,13:37:00,13:37:00,72967,15
84771_12226,13:40:00,13:41:00,72900,16
84771_12226,13:52:00,13:52:00,73312,17
84771_12227,12:43:00,12:43:00,76109,1
84771_12227,12:45:00,12:45:00,76133,2
84771_12227,12:47:00,12:48:00,76141,3
84771_12227,12:51:00,12:51:00,76067,4
84771_12227,12:53:00,12:54:00,76075,5
84771_12227,12:57:00,12:57:00,76000,6
84771_12227,13:00:00,13:01:00,75952,7
84771_12227,13:03:00,13:03:00,75937,8
84771_12227,13:07:00,13:08:00,75903,9
84771_12227,13:12:00,13:13:00,75986,10
84771_12227,13:18:00,13:18:00,75960,11
84771_12227,13:24:00,13:24:00,75978,12
84771_12227,13:28:00,13:29:00,73700,13
84771_12227,13:33:00,13:33:00,72975,14
84771_12227,13:37:00,13:37:00,72967,15
84771_12227,13:40:00,13:41:00,72900,16
84771_12227,13:52:00,13:52:00,73312,17
84772_12228,12:43:00,12:43:00,76109,1
84772_12228,12:45:00,12:45:00,76133,2
84772_12228,12:47:00,12:48:00,76141,3
84772_12228,12:51:00,12:51:00,76067,4
84772_12228,12:53:00,12:54:00,76075,5
84772_12228,12:56:00,12:57:00,76000,6
84772_12228,13:00:00,13:01:00,75952,7
84772_12228,13:02:00,13:03:00,75937,8
84772_12228,13:07:00,13:08:00,75903,9
84772_12228,13:12:00,13:13:00,75986,10
84772_12228,13:18:00,13:18:00,75960,11
84772_12228,13:24:00,13:24:00,75978,12
84772_12228,13:28:00,13:29:00,73700,13
84772_12228,13:33:00,13:33:00,72975,14
84772_12228,13:36:00,13:36:00,72967,15
84772_12228,13:40:00,13:41:00,72900,16
84772_12228,13:52:00,13:52:00,73312,17
84772_12229,12:43:00,12:43:00,76109,1
84772_12229,12:45:00,12:45:00,76133,2
84772_12229,12:47:00,12:48:00,76141,3
84772_12229,12:51:00,12:51:00,76067,4
84772_12229,12:53:00,12:54:00,76075,5
84772_12229,12:56:00,12:57:00,76000,6
84772_12229,13:00:00,13:01:00,75952,7
84772_12229,13:02:00,13:03:00,75937,8
84772_12229,13:07:00,13:08:00,75903,9
84772_12229,13:12:00,13:13:00,75986,10
84772_12229,13:18:00,13:18:00,75960,11
84772_12229,13:24:00,13:24:00,75978,12
84772_12229,13:28:00,13:29:00,73700,13
84772_12229,13:33:00,13:33:00,72975,14
84772_12229,13:36:00,13:36:00,72967,15
84772_12229,13:40:00,13:41:00,72900,16
84772_12229,13:52:00,13:52:00,73312,17
84773_12230,12:43:00,12:43:00,76109,1
84773_12230,12:45:00,12:45:00,76133,2
84773_12230,12:47:00,12:48:00,76141,3
84773_12230,12:51:00,12:51:00,76067,4
84773_12230,12:53:00,12:54:00,76075,5
84773_12230,12:56:00,12:57:00,76000,6
84773_12230,13:00:00,13:01:00,75952,7
84773_12230,13:02:00,13:03:00,75937,8
84773_12230,13:07:00,13:08:00,75903,9
84773_12230,13:12:00,13:13:00,75986,10
84773_12230,13:18:00,13:18:00,75960,11
84773_12230,13:24:00,13:24:00,75978,12
84773_12230,13:28:00,13:29:00,73700,13
84773_12230,13:33:00,13:33:00,72975,14
84773_12230,13:36:00,13:36:00,72967,15
84773_12230,13:39:00,13:41:00,72900,16
84773_12230,13:52:00,13:52:00,73312,17
84773_12231,12:43:00,12:43:00,76109,1
84773_12231,12:45:00,12:45:00,76133,2
84773_12231,12:47:00,12:48:00,76141,3
84773_12231,12:51:00,12:51:00,76067,4
84773_12231,12:53:00,12:54:00,76075,5
84773_12231,12:56:00,12:57:00,76000,6
84773_12231,13:00:00,13:01:00,75952,7
84773_12231,13:02:00,13:03:00,75937,8
84773_12231,13:07:00,13:08:00,75903,9
84773_12231,13:12:00,13:13:00,75986,10
84773_12231,13:18:00,13:18:00,75960,11
84773_12231,13:24:00,13:24:00,75978,12
84773_12231,13:28:00,13:29:00,73700,13
84773_12231,13:33:00,13:33:00,72975,14
84773_12231,13:36:00,13:36:00,72967,15
84773_12231,13:39:00,13:41:00,72900,16
84773_12231,13:52:00,13:52:00,73312,17
84774_12232,12:43:00,12:43:00,76109,1
84774_12232,12:45:00,12:45:00,76133,2
84774_12232,12:48:00,12:48:00,76141,3
84774_12232,12:51:00,12:51:00,76067,4
84774_12232,12:53:00,12:53:00,76075,5
84774_12232,12:56:00,12:57:00,76000,6
84774_12232,13:00:00,13:01:00,75952,7
84774_12232,13:02:00,13:03:00,75937,8
84774_12232,13:06:00,13:07:00,75903,9
84774_12232,13:11:00,13:11:00,75986,10
84774_12232,13:16:00,13:16:00,75960,11
84774_12232,13:20:00,13:20:00,75978,12
84774_12232,13:24:00,13:25:00,73700,13
84774_12232,13:29:00,13:29:00,72975,14
84774_12232,13:32:00,13:32:00,72967,15
84774_12232,13:36:00,13:37:00,72900,16
84774_12232,13:45:00,13:45:00,73312,17
84775_12233,12:31:00,12:31:00,76109,1
84775_12233,12:33:00,12:33:00,76133,2
84775_12233,12:35:00,12:36:00,76141,3
84775_12233,12:39:00,12:39:00,76067,4
84775_12233,12:41:00,12:42:00,76075,5
84775_12233,12:45:00,12:51:00,76000,6
84775_12233,12:54:00,12:54:00,75952,7
84775_12233,12:56:00,12:56:00,75937,8
84775_12233,13:00:00,13:01:00,75903,9
84775_12233,13:05:00,13:05:00,75986,10
84775_12233,13:09:00,13:10:00,75960,11
84775_12233,13:15:00,13:16:00,75978,12
84775_12233,13:20:00,13:23:00,73700,13
84775_12233,13:28:00,13:28:00,72975,14
84775_12233,13:31:00,13:32:00,72967,15
84775_12233,13:35:00,13:36:00,72900,16
84775_12233,13:46:00,13:46:00,73312,17
84776_12234,12:31:00,12:31:00,76109,1
84776_12234,12:33:00,12:33:00,76133,2
84776_12234,12:35:00,12:36:00,76141,3
84776_12234,12:39:00,12:39:00,76067,4
84776_12234,12:41:00,12:42:00,76075,5
84776_12234,12:45:00,12:51:00,76000,6
84776_12234,12:54:00,12:54:00,75952,7
84776_12234,12:56:00,12:56:00,75937,8
84776_12234,13:00:00,13:01:00,75903,9
84776_12234,13:05:00,13:05:00,75986,10
84776_12234,13:09:00,13:10:00,75960,11
84776_12234,13:15:00,13:16:00,75978,12
84776_12234,13:20:00,13:23:00,73700,13
84776_12234,13:28:00,13:28:00,72975,14
84776_12234,13:31:00,13:32:00,72967,15
84776_12234,13:35:00,13:49:00,72900,16
84776_12234,13:59:00,13:59:00,73312,17
84777_12235,12:31:00,12:31:00,76109,1
84777_12235,12:33:00,12:33:00,76133,2
84777_12235,12:35:00,12:36:00,76141,3
84777_12235,12:39:00,12:39:00,76067,4
84777_12235,12:41:00,12:42:00,76075,5
84777_12235,12:45:00,12:49:00,76000,6
84777_12235,12:52:00,12:52:00,75952,7
84777_12235,12:54:00,12:54:00,75937,8
84777_12235,12:59:00,13:00:00,75903,9
84777_12235,13:04:00,13:04:00,75986,10
84777_12235,13:09:00,13:10:00,75960,11
84777_12235,13:15:00,13:16:00,75978,12
84777_12235,13:20:00,13:23:00,73700,13
84777_12235,13:28:00,13:28:00,72975,14
84777_12235,13:31:00,13:32:00,72967,15
84777_12235,13:35:00,13:49:00,72900,16
84777_12235,13:59:00,13:59:00,73312,17
84778_12236,12:31:00,12:31:00,76109,1
84778_12236,12:33:00,12:33:00,76133,2
84778_12236,12:36:00,12:36:00,76141,3
84778_12236,12:39:00,12:39:00,76067,4
84778_12236,12:41:00,12:42:00,76075,5
84778_12236,12:45:00,12:51:00,76000,6
84778_12236,12:54:00,12:54:00,75952,7
84778_12236,12:56:00,12:56:00,75937,8
84778_12236,13:00:00,13:01:00,75903,9
84778_12236,13:05:00,13:05:00,75986,10
84778_12236,13:09:00,13:10:00,75960,11
84778_12236,13:15:00,13:16:00,75978,12
84778_12236,13:20:00,13:23:00,73700,13
84778_12236,13:28:00,13:28:00,72975,14
84778_12236,13:31:00,13:32:00,72967,15
84778_12236,13:35:00,13:36:00,72900,16
84778_12236,13:46:00,13:46:00,73312,17
84779_12237,12:31:00,12:31:00,76109,1
84779_12237,12:33:00,12:33:00,76133,2
84779_12237,12:35:00,12:36:00,76141,3
84779_12237,12:39:00,12:39:00,76067,4
84779_12237,12:41:00,12:42:00,76075,5
84779_12237,12:45:00,12:51:00,76000,6
84779_12237,12:54:00,12:54:00,75952,7
84779_12237,12:56:00,12:56:00,75937,8
84779_12237,13:00:00,13:01:00,75903,9
84779_12237,13:05:00,13:05:00,75986,10
84779_12237,13:09:00,13:10:00,75960,11
84779_12237,13:15:00,13:16:00,75978,12
84779_12237,13:20:00,13:23:00,73700,13
84779_12237,13:28:00,13:28:00,72975,14
84779_12237,13:31:00,13:32:00,72967,15
84779_12237,13:35:00,13:49:00,72900,16
84779_12237,13:59:00,13:59:00,73312,17
84780_12238,12:31:00,12:31:00,76109,1
84780_12238,12:33:00,12:33:00,76133,2
84780_12238,12:36:00,12:36:00,76141,3
84780_12238,12:39:00,12:39:00,76067,4
84780_12238,12:41:00,12:42:00,76075,5
84780_12238,12:45:00,12:51:00,76000,6
84780_12238,12:54:00,12:54:00,75952,7
84780_12238,12:56:00,12:56:00,75937,8
84780_12238,13:00:00,13:01:00,75903,9
84780_12238,13:05:00,13:05:00,75986,10
84780_12238,13:09:00,13:10:00,75960,11
84780_12238,13:15:00,13:16:00,75978,12
84780_12238,13:20:00,13:23:00,73700,13
84780_12238,13:28:00,13:28:00,72975,14
84780_12238,13:31:00,13:32:00,72967,15
84780_12238,13:35:00,13:49:00,72900,16
84780_12238,13:59:00,13:59:00,73312,17
84781_12239,12:43:00,12:43:00,76109,1
84781_12239,12:45:00,12:45:00,76133,2
84781_12239,12:47:00,12:48:00,76141,3
84781_12239,12:51:00,12:51:00,76067,4
84781_12239,12:53:00,12:54:00,76075,5
84781_12239,12:57:00,12:57:00,76000,6
84781_12239,13:00:00,13:01:00,75952,7
84781_12239,13:02:00,13:03:00,75937,8
84781_12239,13:06:00,13:07:00,75903,9
84781_12239,13:11:00,13:12:00,75986,10
84781_12239,13:16:00,13:17:00,75960,11
84781_12239,13:22:00,13:23:00,75978,12
84781_12239,13:26:00,13:27:00,73700,13
84781_12239,13:31:00,13:31:00,72975,14
84781_12239,13:34:00,13:35:00,72967,15
84781_12239,13:38:00,13:39:00,72900,16
84781_12239,13:48:00,13:48:00,73312,17
84782_12240,12:27:00,12:27:00,76109,1
84782_12240,12:29:00,12:29:00,76133,2
84782_12240,12:31:00,12:32:00,76141,3
84782_12240,12:35:00,12:35:00,76067,4
84782_12240,12:37:00,12:38:00,76075,5
84782_12240,12:41:00,12:41:00,76000,6
84782_12240,12:44:00,12:45:00,75952,7
84782_12240,12:46:00,12:47:00,75937,8
84782_12240,12:52:00,12:53:00,75903,9
84782_12240,12:57:00,12:57:00,75986,10
84782_12240,13:03:00,13:03:00,75960,11
84782_12240,13:09:00,13:10:00,75978,12
84782_12240,13:14:00,13:21:00,73700,13
84782_12240,13:28:00,13:29:00,72975,14
84782_12240,13:32:00,13:32:00,72967,15
84782_12240,13:36:00,13:39:00,72900,16
84782_12240,13:48:00,13:48:00,73312,17
84783_12241,12:33:00,12:33:00,76109,1
84783_12241,12:35:00,12:35:00,76133,2
84783_12241,12:37:00,12:38:00,76141,3
84783_12241,12:41:00,12:41:00,76067,4
84783_12241,12:43:00,12:44:00,76075,5
84783_12241,12:47:00,12:47:00,76000,6
84783_12241,12:50:00,12:51:00,75952,7
84783_12241,12:52:00,12:53:00,75937,8
84783_12241,12:58:00,13:01:00,75903,9
84783_12241,13:05:00,13:05:00,75986,10
84783_12241,13:11:00,13:14:00,75960,11
84783_12241,13:20:00,13:21:00,75978,12
84783_12241,13:25:00,13:27:00,73700,13
84783_12241,13:31:00,13:31:00,72975,14
84783_12241,13:34:00,13:35:00,72967,15
84783_12241,13:38:00,13:39:00,72900,16
84783_12241,13:48:00,13:48:00,73312,17
84784_12242,12:33:00,12:33:00,76109,1
84784_12242,12:35:00,12:35:00,76133,2
84784_12242,12:37:00,12:38:00,76141,3
84784_12242,12:41:00,12:41:00,76067,4
