route_id,service_id,trip_headsign,trip_short_name,shape_id,trip_id
73700_242839,42,Tychy Lodowisko,94565,154,10053_2667
73700_242839,75,Tychy Lodowisko,94541,154,8528_2440
73700_242839,75,Tychy Lodowisko,94543,154,8532_2445
73700_242839,81,Tychy Lodowisko,94507,154,8492_2080
73700_242839,81,Tychy Lodowisko,94521,154,8505_2101
73700_242839,81,Tychy Lodowisko,94527,154,8507_2104
73700_242839,81,Tychy Lodowisko,94531,154,8513_2114
73700_242839,81,Tychy Lodowisko,94545,154,8537_2453
73700_242839,85,Tychy Lodowisko,94535,154,8519_2122
73700_242839,85,Tychy Lodowisko,94539,154,8526_2131
73700_242839,85,Tychy Lodowisko,94541,154,9970_2661
73700_242839,85,Tychy Lodowisko,94545,154,9976_2664
73700_242839,85,Tychy Lodowisko,94549,154,8544_2466
73700_242839,85,Tychy Lodowisko,94555,154,8555_2482
73700_242839,85,Tychy Lodowisko,94563,154,8575_2513
73700_242839,94,Tychy Lodowisko,94557,154,8558_2485
73700_242839,94,Tychy Lodowisko,94559,154,8562_2491
73700_242839,94,Tychy Lodowisko,94561,154,8566_2497
73700_68148,11,Orzesze Jaśkowice,44605,110,9249_1548
73700_68148,11,Orzesze Jaśkowice,44607,110,9255_1551
73700_68148,11,Orzesze Jaśkowice,44609,110,9257_1554
73700_68148,11,Orzesze Jaśkowice,44613,110,9261_1557
73700_68148,11,Orzesze Jaśkowice,44617,110,9263_1560
73700_68148,11,Orzesze Jaśkowice,44619,110,9265_1563
73700_68148,11,Orzesze Jaśkowice,44621,110,9270_1566
73700_68148,11,Orzesze Jaśkowice,44623,110,9276_1569
73700_68148,11,Orzesze Jaśkowice,44625,110,9279_1571
73700_68148,11,Orzesze Jaśkowice,44627,110,9281_1573
73700_68148,11,Orzesze Jaśkowice,44631,110,9287_1575
73700_68148,11,Orzesze Jaśkowice,44633,110,9289_1577
73700_68148,11,Orzesze Jaśkowice,44637,110,9291_1579
73700_68148,2,Orzesze Jaśkowice,44605,110,7913_1436
73700_68148,2,Orzesze Jaśkowice,44607,110,7915_1437
73700_68148,2,Orzesze Jaśkowice,44609,110,7916_1438
73700_68148,2,Orzesze Jaśkowice,44613,110,7918_1439
73700_68148,2,Orzesze Jaśkowice,44617,110,7919_1440
73700_68148,2,Orzesze Jaśkowice,44619,110,7920_1441
73700_68148,2,Orzesze Jaśkowice,44621,110,7922_1442
73700_68148,2,Orzesze Jaśkowice,44623,110,7924_1443
73700_68148,2,Orzesze Jaśkowice,44625,110,7926_1444
73700_68148,2,Orzesze Jaśkowice,44627,110,7927_1445
73700_68148,2,Orzesze Jaśkowice,44631,110,7930_1446
73700_68148,2,Orzesze Jaśkowice,44633,110,7931_1447
73700_68148,2,Orzesze Jaśkowice,44637,110,7932_1448
73700_68148,239,Orzesze Jaśkowice,44605,110,9248_1547
73700_68148,239,Orzesze Jaśkowice,44607,110,9254_1550
73700_68148,239,Orzesze Jaśkowice,44609,110,9256_1553
73700_68148,239,Orzesze Jaśkowice,44613,110,9260_1556
73700_68148,239,Orzesze Jaśkowice,44617,110,9262_1559
73700_68148,239,Orzesze Jaśkowice,44619,110,9264_1562
73700_68148,239,Orzesze Jaśkowice,44621,110,9269_1565
73700_68148,240,Orzesze Jaśkowice,44623,110,9275_1568
73700_68148,240,Orzesze Jaśkowice,44625,110,9278_1570
73700_68148,240,Orzesze Jaśkowice,44627,110,9280_1572
73700_68148,240,Orzesze Jaśkowice,44631,110,9286_1574
73700_68148,240,Orzesze Jaśkowice,44633,110,9288_1576
73700_68148,240,Orzesze Jaśkowice,44637,110,9290_1578
73700_68148,37,Orzesze Jaśkowice,44605,110,9249_1549
73700_68148,37,Orzesze Jaśkowice,44607,110,9255_1552
73700_68148,37,Orzesze Jaśkowice,44609,110,9257_1555
73700_68148,37,Orzesze Jaśkowice,44613,110,9261_1558
73700_68148,37,Orzesze Jaśkowice,44617,110,9263_1561
73700_68148,37,Orzesze Jaśkowice,44619,110,9265_1564
73700_68148,37,Orzesze Jaśkowice,44621,110,9270_1567
73700_68205,11,Rybnik,44639,111,9293_1581
73700_68205,2,Rybnik,44639,111,7933_1449
73700_68205,240,Rybnik,44639,111,9292_1580
73700_76000,18,Czechowice-Dziedzice,94841,190,10070_2829
73700_76000,388,Czechowice-Dziedzice,94841,190,10068_2825
73700_76000,390,Czechowice-Dziedzice,94841,190,10072_2831
73700_76000,392,Czechowice-Dziedzice,94841,190,10068_2826
73700_76000,394,Czechowice-Dziedzice,94841,190,10072_2832
74500_69708,11,Gliwice,40917,61,9357_1335
74500_69708,11,Gliwice,40923,61,9364_1341
74500_69708,11,Gliwice,40931,61,9369_1346
74500_69708,13,Gliwice,40923,61,9363_1340
74500_69708,14,Gliwice,40917,61,9358_1337
74500_69708,14,Gliwice,40923,61,9365_1343
74500_69708,14,Gliwice,40931,61,9370_1348
74500_69708,16,Gliwice,40917,61,9357_1336
74500_69708,16,Gliwice,40923,61,9364_1342
74500_69708,183,Gliwice,40927,61,9367_1344
74500_69708,186,Gliwice,40903,61,9299_1080
74500_69708,19,Gliwice,40923,61,7969_1177
74500_69708,19,Gliwice,40925,61,7971_1178
74500_69708,19,Gliwice,40927,61,7972_1179
74500_69708,19,Gliwice,40929,61,7973_1180
74500_69708,190,Gliwice,40917,61,9356_1334
74500_69708,193,Gliwice,40931,61,9983_1384
74500_69708,194,Gliwice,40931,61,9369_1347
74500_69708,195,Gliwice,40931,63,7974_1181
74500_69708,196,Gliwice,40931,61,8402_1223
74500_69708,2,Gliwice,40913,61,7960_1174
74500_69708,2,Gliwice,40915,63,9355_1333
74500_69708,2,Gliwice,40917,61,7964_1175
74500_69708,2,Gliwice,40919,63,9359_1338
74500_69708,20,Gliwice,40921,61,7967_1176
74500_69708,20,Gliwice,40933,61,7975_1182
74500_69708,20,Gliwice,40935,61,7976_1183
74500_69708,34,Gliwice,40921,61,9360_1339
74500_69708,34,Gliwice,40931,61,9312_1320
74500_69708,41,Gliwice,40927,61,9368_1345
74500_75200,167,Łazy,44202,86,10026_1402
74500_75200,167,Łazy,44206,86,10027_1403
74500_75309,165,Zawiercie,40694,39,10057_886
74583_69708,197,Gliwice,40935,62,9372_1350
74583_69708,198,Gliwice,40935,62,9371_1349
74583_69708,34,Gliwice,40913,62,9353_1331
74583_69708,35,Gliwice,40913,62,9354_1332
74583_75309,204,Zawiercie,40984,71,10060_1416
74583_75309,206,Zawiercie,40984,71,10062_1418
74583_75309,208,Zawiercie,40984,71,10064_1420
74583_75309,209,Zawiercie,40984,71,10067_1423
75200_62653,154,Częstochowa,40650,36,9389_880
75200_62653,155,Częstochowa,40650,36,9390_881
75200_62653,2,Częstochowa,40650,36,7990_666
75309_62653,166,Częstochowa,40694,40,10058_887
75309_69708,14,Gliwice,40925,64,10046_1413
75309_69708,184,Gliwice,40903,60,9301_1082
75309_69708,185,Gliwice,40903,60,9302_1083
75309_69708,187,Gliwice,40903,60,9300_1081
75309_69708,191,Gliwice,40925,64,8449_1234
75309_69708,192,Gliwice,40925,64,10045_1412
75309_69708,2,Gliwice,40905,60,7937_926
75309_69708,2,Gliwice,40911,60,7939_1169
75309_69708,20,Gliwice,40903,60,7936_925
75309_69708,20,Gliwice,40931,60,7941_1170
75309_69708,34,Gliwice,40905,60,9304_1085
75309_69708,34,Gliwice,40911,60,9308_1318
75309_69708,35,Gliwice,40905,60,9305_1086
75309_69708,35,Gliwice,40911,60,9309_1319
75309_69708,4,Gliwice,40903,60,9303_1084
75309_73106,2,Chorzów Batory,40366,22,7879_340
75309_73106,46,Chorzów Batory,40366,22,9157_528
75309_73106,52,Chorzów Batory,40366,22,9156_527
75309_73106,53,Chorzów Batory,40366,22,9155_526
75309_74500,186,Dąbrowa Górnicza Ząbkowice,44203,87,10025_1401
75655_73312,179,Katowice,94652,168,8336_2421
75655_73312,179,Katowice,94662,174,8329_2415
75655_73312,180,Katowice,94652,173,8346_2424
75655_73312,180,Katowice,94662,175,8357_2428
75655_73312,266,Katowice,94650,168,9863_2628
75655_73312,34,Katowice,94652,168,9885_2656
75655_73312,67,Katowice,94650,168,9864_2629
75655_75762,34,Pierściec,40866,57,10037_1145
75655_75788,176,Skoczów,40850,55,8323_974
75655_75788,176,Skoczów,40854,55,8324_975
75655_75788,177,Skoczów,40850,55,8343_981
75655_75788,177,Skoczów,40854,55,8348_984
75655_75788,34,Skoczów,40850,55,9860_1130
75655_75796,34,Chybie,40744,45,8461_1011
75655_76000,1,Czechowice-Dziedzice,40740,44,8459_1009
75655_76000,1,Czechowice-Dziedzice,40742,44,8460_1010
75655_76000,174,Czechowice-Dziedzice,94652,172,9886_2657
75655_76000,175,Czechowice-Dziedzice,94652,172,9887_2658
75655_76000,176,Czechowice-Dziedzice,94664,172,8341_2422
75655_76000,177,Czechowice-Dziedzice,94664,176,8358_2429
75655_76000,2,Czechowice-Dziedzice,40740,44,7706_893
75655_76000,2,Czechowice-Dziedzice,40742,44,7708_894
75655_76000,2,Czechowice-Dziedzice,40744,44,7710_895
75655_76000,2,Czechowice-Dziedzice,40746,44,7711_896
75655_76000,2,Czechowice-Dziedzice,40748,44,7713_897
75655_76000,34,Czechowice-Dziedzice,40746,44,8462_1012
75655_76000,34,Czechowice-Dziedzice,40748,44,8465_1015
75655_76000,34,Czechowice-Dziedzice,94662,172,9875_2644
75655_76000,34,Czechowice-Dziedzice,94664,172,9894_2659
75655_76000,35,Czechowice-Dziedzice,40744,44,8463_1013
75655_76000,35,Czechowice-Dziedzice,40746,44,8464_1014
75655_76000,35,Czechowice-Dziedzice,40748,44,8466_1016
75655_76000,35,Czechowice-Dziedzice,94662,172,9876_2645
75655_76901,1,Goleszów,40856,56,9846_1116
75655_76901,176,Goleszów,40866,56,8312_964
75655_76901,176,Goleszów,40870,56,8314_966
75655_76901,176,Goleszów,40872,56,8317_969
75655_76901,177,Goleszów,40858,56,8352_987
75655_76901,177,Goleszów,40866,56,8361_991
75655_76901,177,Goleszów,40868,56,8364_992
75655_76901,177,Goleszów,40872,56,8366_994
75655_76901,178,Goleszów,40850,56,8342_980
75655_76901,178,Goleszów,40854,56,8347_983
75655_76901,178,Goleszów,40860,56,8391_997
75655_76901,178,Goleszów,40866,56,8360_990
75655_76901,178,Goleszów,40868,56,8365_993
75655_76901,179,Goleszów,40856,56,8307_959
75655_76901,179,Goleszów,40858,56,8308_960
75655_76901,179,Goleszów,40874,56,8319_971
75655_76901,179,Goleszów,40876,56,8321_973
75655_76901,180,Goleszów,40856,56,8349_985
75655_76901,180,Goleszów,40874,56,8369_995
75655_76901,180,Goleszów,40876,56,8371_996
75655_76901,183,Goleszów,40868,56,9849_1119
75655_76901,183,Goleszów,40870,56,9852_1122
75655_76901,183,Goleszów,40874,56,9856_1126
75655_76901,34,Goleszów,40854,56,9861_1131
75655_76901,34,Goleszów,40858,56,9848_1118
75655_76901,34,Goleszów,40870,56,9851_1121
75655_76901,34,Goleszów,40872,56,9854_1124
75655_76901,34,Goleszów,40874,56,9855_1125
75655_76901,35,Goleszów,40854,56,9845_1115
75655_76901,35,Goleszów,40858,56,9847_1117
75655_76901,41,Goleszów,40868,56,9850_1120
75655_76901,41,Goleszów,40870,56,9853_1123
75655_76901,41,Goleszów,40874,56,9857_1127
75655_76901,41,Goleszów,40876,56,9859_1129
75655_76901,42,Goleszów,40878,56,8469_1017
75655_76901,48,Goleszów,40850,56,8305_957
75655_76901,48,Goleszów,40854,56,8306_958
75655_76901,48,Goleszów,40868,56,8310_962
75655_76901,48,Goleszów,40870,56,8315_967
75655_76901,58,Goleszów,40876,56,9858_1128
75655_77040,178,Wisła Głębce,40840/40841,53,8316_968
75655_77040,178,Wisła Głębce,40842/40843,53,8318_970
75655_77040,178,Wisła Głębce,40844/40845,53,8320_972
75655_77040,35,Wisła Głębce,40840/40841,53,9838_1109
75655_77040,35,Wisła Głębce,40842/40843,53,9839_1110
75655_77040,35,Wisła Głębce,40844/40845,53,9840_1111
75655_77040,48,Wisła Głębce,40840/40841,53,8295_951
75655_77040,48,Wisła Głębce,40842/40843,53,8296_952
75655_77040,48,Wisła Głębce,40844/40845,53,8298_954
75762_75655,34,Cieszyn,40817,52,10038_1146
75788_75655,176,Cieszyn,40801,50,8213_928
75788_75655,176,Cieszyn,40803,50,8270_935
75788_75655,177,Cieszyn,40801,50,8297_953
75788_75655,177,Cieszyn,40803,50,8299_955
75788_75655,34,Cieszyn,40801,50,9712_1089
75788_76000,34,Czechowice-Dziedzice,44200,84,10024_1400
75788_76000,35,Czechowice-Dziedzice,44202,84,8420_1230
75796_75655,34,Cieszyn,40795,48,8453_1005
76000_68205,221,Rybnik,44402/44403,92,8097_1200
76000_73312,34,Katowice,44268,90,8440_1231
76000_75655,1,Cieszyn,40793,47,8452_1004
76000_75655,176,Cieszyn,94615,157,8303_2408
76000_75655,177,Cieszyn,94615,163,8322_2410
76000_75655,2,Cieszyn,40791,47,7694_888
76000_75655,2,Cieszyn,40793,47,7698_889
76000_75655,2,Cieszyn,40795,47,7701_890
76000_75655,2,Cieszyn,40797,47,7702_891
76000_75655,2,Cieszyn,40799,47,7703_892
76000_75655,34,Cieszyn,40791,47,8450_1002
76000_75655,34,Cieszyn,40797,47,8455_1007
76000_75655,34,Cieszyn,40799,47,10047_1147
76000_75655,34,Cieszyn,94605,157,9718_2590
76000_75655,34,Cieszyn,94615,157,9842_2626
76000_75655,34,Cieszyn,94621,157,9831_2617
76000_75655,35,Cieszyn,40791,47,8451_1003
76000_75655,35,Cieszyn,40795,47,8454_1006
76000_75655,35,Cieszyn,40797,47,8456_1008
76000_75655,35,Cieszyn,44437,47,10048_1414
76000_75655,35,Cieszyn,94605,157,9719_2591
76000_75655,35,Cieszyn,94621,157,9830_2616
76000_75788,1,Skoczów,44205,88,10023_1399
76000_76604,151,Żywiec,94807,187,9553_2733
76000_76604,156,Żywiec,94807,187,9553_2731
76000_76604,209,Żywiec,94841,187,10075_2836
76000_76604,260,Żywiec,94807,187,9552_2729
76000_76604,260,Żywiec,94821,187,10032_2821
76000_76604,261,Żywiec,94807,187,9552_2730
76000_76604,261,Żywiec,94821,187,10032_2822
76000_76604,324,Żywiec,94807,187,9553_2732
76000_76604,37,Żywiec,94841,187,10071_2830
76000_76604,387,Żywiec,94821,187,8430_2700
76000_76604,389,Żywiec,94841,187,10069_2827
76000_76604,391,Żywiec,94841,187,10073_2833
76000_76604,393,Żywiec,94841,187,10069_2828
76000_76604,395,Żywiec,94841,187,10073_2834
76000_77040,1,Wisła Głębce,94627,160,9837_2625
76000_77040,174,Wisła Głębce,94607,160,9813_2592
76000_77040,175,Wisła Głębce,94607,160,9817_2600
76000_77040,34,Wisła Głębce,94619,160,9829_2615
76000_77040,35,Wisła Głębce,94619,160,9828_2614
76109_62653,11,Częstochowa,44150,83,9960_1382
76109_62653,47,Częstochowa,44150,83,9960_1383
76109_62653,48,Częstochowa,44150,83,8390_1219
76109_62653,49,Częstochowa,44150,83,8390_1220
76109_62653,50,Częstochowa,44150,83,8390_1221
76109_62653,51,Częstochowa,44150,83,8390_1222
76109_68205,221,Rybnik,44412/44413,96,8135_1203
76109_68205,221,Rybnik,44418/44419,96,8143_1205
76109_68205,221,Rybnik,44428/44429,96,8150_1208
76109_68205,222,Rybnik,44410/44411,96,8134_1202
76109_68205,222,Rybnik,44416/44417,96,8137_1204
76109_68205,222,Rybnik,44426/44427,96,8146_1207
76109_68205,222,Rybnik,44432/44433,96,8156_1209
76109_68205,222,Rybnik,44436/44437,96,8157_1210
76109_68205,228,Rybnik,44424/44425,96,8144_1206
76109_73312,11,Katowice,94868,195,9643_2746
76109_73312,14,Katowice,94868,195,9645_2749
76109_73312,19,Katowice,94868,195,8161_2679
76109_73312,249,Katowice,94868,195,9643_2747
76109_73312,340,Katowice,94868,195,9644_2748
76109_76604,20,Żywiec,94807,188,8095_2674
76109_76869,19,Zwardoń,94707,178,8024_2367
76109_76869,35,Zwardoń,94707,178,9442_2519
76604_68205,222,Rybnik,44404/44405,93,8128_1201
76604_73312,151,Katowice,94866,116,9642_2745
76604_73312,155,Katowice,94104,116,9684_1940
76604_73312,156,Katowice,94866,116,9642_2743
76604_73312,2,Katowice,94102,116,8148_1747
76604_73312,2,Katowice,94850,116,8139_2676
76604_73312,2,Katowice,94866,116,8160_2678
76604_73312,2,Katowice,94874,116,8168_2684
76604_73312,20,Katowice,94100,116,8145_1746
76604_73312,20,Katowice,94104,116,8188_1762
76604_73312,20,Katowice,94108,116,8194_1763
76604_73312,20,Katowice,94868,116,8394_2696
76604_73312,20,Katowice,94878,116,8186_2687
76604_73312,259,Katowice,94102,116,9622_1924
76604_73312,26,Katowice,94868,116,9964_2810
76604_73312,260,Katowice,94102,116,9621_1922
76604_73312,260,Katowice,94866,116,9640_2740
76604_73312,261,Katowice,94102,116,9621_1923
76604_73312,261,Katowice,94866,116,9640_2741
76604_73312,324,Katowice,94866,116,9642_2744
76604_73312,34,Katowice,94100,116,9618_1921
76604_73312,34,Katowice,94878,116,9681_2776
76604_73312,35,Katowice,94874,116,9657_2760
76604_73312,36,Katowice,94868,116,9964_2809
76604_73312,37,Katowice,94868,116,9965_2811
76604_73312,383,Katowice,94850,116,9614_2737
76604_73312,396,Katowice,94850,116,9615_2738
76604_73312,4,Katowice,94102,116,9623_1925
76604_73312,4,Katowice,94104,116,9685_1941
76604_73700,150,Tychy,94874,197,9659_2766
76604_73700,151,Tychy,94874,197,9659_2767
76604_73700,24,Tychy,94874,197,9659_2764
76604_73700,301,Tychy,94874,197,9659_2765
76604_73700,31,Tychy,94874,197,9658_2761
76604_73700,32,Tychy,94874,197,9658_2762
76604_73700,369,Tychy,94874,197,9660_2768
76604_73700,397,Tychy,94874,197,9661_2769
76604_73700,4,Tychy,94874,197,9662_2770
76604_73700,6,Tychy,94874,197,9659_2763
76604_76000,260,Czechowice-Dziedzice,94872,196,10031_2819
76604_76000,261,Czechowice-Dziedzice,94872,196,10031_2820
76604_76000,387,Czechowice-Dziedzice,94872,196,8429_2699
76604_76109,19,Bielsko-Biała Główna,94858,193,8154_2677
76604_76109,35,Bielsko-Biała Główna,94858,193,9631_2739
76737_73312,19,Katowice,94862,194,8163_2681
76737_73312,20,Katowice,94862,194,8162_2680
76737_73312,26,Katowice,94862,194,9646_2751
76737_73312,273,Katowice,94862,194,9648_2753
76737_73312,305,Katowice,94862,194,9650_2755
76737_73312,36,Katowice,94862,194,9646_2750
76737_73312,37,Katowice,94862,194,9647_2752
76737_73312,42,Katowice,94862,194,9649_2754
76869_179282,1,Skalite,4401,81,9438_192
76869_179282,12,Skalite,4405,81,9445_194
76869_179282,12,Skalite,4409,81,9450_197
76869_179282,12,Skalite,4413,81,9452_200
76869_179282,12,Skalite,4417,81,9456_203
76869_179282,12,Skalite,4421,81,9458_206
76869_179282,12,Skalite,4425,81,9464_209
76869_179282,12,Skalite,4429,81,9466_212
76869_179282,12,Skalite,4433,81,9470_215
76869_179282,12,Skalite,4437,81,9478_218
76869_179282,2,Skalite,4401,81,8022_37
76869_179282,214,Skalite,4405,81,9443_193
76869_179282,215,Skalite,4405,81,8025_38
76869_179282,215,Skalite,4409,81,8029_40
76869_179282,215,Skalite,4413,81,8033_42
76869_179282,215,Skalite,4417,81,8035_44
76869_179282,215,Skalite,4421,81,8038_46
76869_179282,215,Skalite,4425,81,8041_48
76869_179282,215,Skalite,4429,81,8044_50
76869_179282,215,Skalite,4433,81,8046_52
76869_179282,215,Skalite,4437,81,8051_54
76869_179282,216,Skalite,4405,81,8027_39
76869_179282,216,Skalite,4409,81,8032_41
76869_179282,216,Skalite,4413,81,8034_43
76869_179282,216,Skalite,4417,81,8037_45
76869_179282,216,Skalite,4421,81,8039_47
76869_179282,216,Skalite,4425,81,8043_49
76869_179282,216,Skalite,4429,81,8045_51
76869_179282,216,Skalite,4433,81,8049_53
76869_179282,216,Skalite,4437,81,8053_55
76869_179282,217,Skalite,4409,81,9447_196
76869_179282,217,Skalite,4413,81,9451_199
76869_179282,217,Skalite,4417,81,9453_202
76869_179282,217,Skalite,4421,81,9457_205
76869_179282,217,Skalite,4425,81,9461_208
76869_179282,217,Skalite,4429,81,9465_211
76869_179282,219,Skalite,4433,81,9467_214
76869_179282,219,Skalite,4437,81,9474_217
76869_179282,26,Skalite,4405,81,9445_195
76869_179282,26,Skalite,4409,81,9450_198
76869_179282,26,Skalite,4413,81,9452_201
76869_179282,26,Skalite,4417,81,9456_204
76869_179282,26,Skalite,4421,81,9458_207
76869_179282,26,Skalite,4425,81,9464_210
76869_179282,26,Skalite,4429,81,9466_213
76869_179282,26,Skalite,4433,81,9470_216
76869_179282,26,Skalite,4437,81,9478_219
76869_62653,19,Częstochowa,94748,180,9619_2570
76869_62653,35,Częstochowa,94748,180,9620_2571
76869_69708,14,Gliwice,94156/94157,130,9709_1944
76869_69708,19,Gliwice,94156/94157,130,8208_1765
76869_69708,201,Gliwice,94156/94157,130,9708_1943
76869_73312,1,Katowice,94754,91,9616_2569
76869_73312,108,Katowice,94778,91,9679_2775
76869_73312,14,Katowice,94772,91,9654_2759
76869_73312,15,Katowice,94752,91,9613_2568
76869_73312,150,Katowice,94784,91,9688_2785
76869_73312,151,Katowice,94784,91,9688_2786
76869_73312,18,Katowice,94788,91,9701_2806
76869_73312,189,Katowice,94760,91,9632_2580
76869_73312,19,Katowice,94764,91,8159_2388
76869_73312,19,Katowice,94778,91,8184_2686
76869_73312,19,Katowice,94782,91,8191_2690
76869_73312,19,Katowice,94784,91,8195_2692
76869_73312,2,Katowice,94752,91,8138_2382
76869_73312,2,Katowice,94754,91,8140_2383
76869_73312,2,Katowice,94756,91,8149_2384
76869_73312,2,Katowice,94760,91,8155_2386
76869_73312,2,Katowice,94770,91,8164_2682
76869_73312,2,Katowice,94772,91,8165_2683
76869_73312,2,Katowice,94776,91,8169_2685
76869_73312,2,Katowice,94786,91,8196_2693
76869_73312,2,Katowice,94788,91,8197_2694
76869_73312,20,Katowice,94758,91,8151_2385
76869_73312,20,Katowice,94764,91,8158_2387
76869_73312,20,Katowice,94780,91,8187_2688
76869_73312,20,Katowice,94782,91,8190_2689
76869_73312,20,Katowice,94784,91,8193_2691
76869_73312,24,Katowice,94764,91,9635_2584
76869_73312,26,Katowice,94764,91,9635_2585
76869_73312,26,Katowice,94776,91,9663_2772
76869_73312,266,Katowice,94756,91,9625_2573
76869_73312,273,Katowice,94778,91,9678_2774
76869_73312,301,Katowice,94784,91,9688_2784
76869_73312,31,Katowice,94784,91,9687_2781
76869_73312,31,Katowice,94786,91,9694_2797
76869_73312,314,Katowice,94788,91,9697_2801
76869_73312,32,Katowice,94784,91,9687_2782
76869_73312,32,Katowice,94786,91,9694_2798
76869_73312,322,Katowice,94780,91,9682_2778
76869_73312,34,Katowice,94756,91,9624_2572
76869_73312,34,Katowice,94770,91,9651_2756
76869_73312,34,Katowice,94782,91,9686_2780
76869_73312,35,Katowice,94770,91,9652_2757
76869_73312,35,Katowice,94866,91,9641_2742
76869_73312,350,Katowice,94764,91,9638_2588
76869_73312,350,Katowice,94784,91,9690_2788
76869_73312,36,Katowice,94776,91,9663_2771
76869_73312,36,Katowice,94784,91,9688_2783
76869_73312,360,Katowice,94786,91,9692_2790
76869_73312,361,Katowice,94786,91,9693_2795
76869_73312,362,Katowice,94786,91,9692_2791
76869_73312,363,Katowice,94786,91,9692_2792
76869_73312,364,Katowice,94786,91,9693_2796
76869_73312,365,Katowice,94786,91,9692_2793
76869_73312,366,Katowice,94752,91,9612_2567
76869_73312,367,Katowice,94760,91,9633_2581
76869_73312,368,Katowice,94760,91,9634_2582
76869_73312,369,Katowice,94764,91,9636_2586
76869_73312,37,Katowice,44312,91,8476_1235
76869_73312,37,Katowice,94784,91,9689_2787
76869_73312,37,Katowice,94786,91,9696_2800
76869_73312,370,Katowice,94764,91,9637_2587
76869_73312,371,Katowice,94772,91,9653_2758
76869_73312,372,Katowice,94776,91,9664_2773
76869_73312,373,Katowice,94780,91,9682_2777
76869_73312,374,Katowice,94780,91,9683_2779
76869_73312,375,Katowice,94786,91,9693_2794
76869_73312,376,Katowice,94786,91,9695_2799
76869_73312,377,Katowice,94788,91,9698_2802
76869_73312,378,Katowice,94788,91,9700_2805
76869_73312,379,Katowice,94788,91,9698_2803
76869_73312,42,Katowice,94764,91,9639_2589
76869_73312,42,Katowice,94784,91,9691_2789
76869_73312,42,Katowice,94788,91,9702_2807
76869_73312,47,Katowice,94788,91,9699_2804
76869_73312,6,Katowice,94764,91,9635_2583
76869_73312,67,Katowice,94756,91,9626_2574
76869_76000,151,Czechowice-Dziedzice,94758,181,9628_2579
76869_76000,156,Czechowice-Dziedzice,94758,181,9628_2577
76869_76000,260,Czechowice-Dziedzice,94758,181,9627_2575
76869_76000,261,Czechowice-Dziedzice,94758,181,9627_2576
76869_76000,324,Czechowice-Dziedzice,94758,181,9628_2578
76901_75655,174,Cieszyn,40801,49,9710_1087
76901_75655,175,Cieszyn,40801,49,9711_1088
76901_75655,176,Cieszyn,40811,49,8273_938
76901_75655,176,Cieszyn,40823,49,8276_941
76901_75655,177,Cieszyn,40811,49,8287_945
76901_75655,177,Cieszyn,40823,49,8292_948
76901_75655,178,Cieszyn,40801,49,8263_930
76901_75655,178,Cieszyn,40803,49,8265_931
76901_75655,178,Cieszyn,40811,49,8267_933
76901_75655,178,Cieszyn,40819,49,8290_947
76901_75655,179,Cieszyn,40807,49,8271_936
76901_75655,179,Cieszyn,40817,49,8274_939
76901_75655,179,Cieszyn,40825,49,8277_942
76901_75655,179,Cieszyn,40827,49,8278_943
76901_75655,180,Cieszyn,40807,49,8266_932
76901_75655,180,Cieszyn,40817,49,8288_946
76901_75655,180,Cieszyn,40825,49,8293_949
76901_75655,180,Cieszyn,40827,49,8294_950
76901_75655,183,Cieszyn,40817,49,9803_1098
76901_75655,183,Cieszyn,40823,49,9805_1100
76901_75655,183,Cieszyn,40825,49,9809_1104
76901_75655,34,Cieszyn,40803,49,9798_1093
76901_75655,34,Cieszyn,40807,49,9799_1094
76901_75655,34,Cieszyn,40811,49,9802_1097
76901_75655,34,Cieszyn,40823,49,9807_1102
76901_75655,34,Cieszyn,40825,49,9808_1103
76901_75655,35,Cieszyn,40803,49,9797_1092
76901_75655,35,Cieszyn,40807,49,9800_1095
76901_75655,35,Cieszyn,40809,49,9801_1096
76901_75655,41,Cieszyn,40817,49,9804_1099
76901_75655,41,Cieszyn,40823,49,9806_1101
76901_75655,41,Cieszyn,40825,49,9810_1105
76901_75655,41,Cieszyn,40827,49,9812_1107
76901_75655,42,Cieszyn,40829,49,8470_1018
76901_75655,48,Cieszyn,40801,49,8212_927
76901_75655,48,Cieszyn,40803,49,8269_934
76901_75655,48,Cieszyn,40809,49,8272_937
76901_75655,48,Cieszyn,40823,49,8275_940
76901_75655,58,Cieszyn,40827,49,9811_1106
76901_77040,1,Wisła Głębce,40813,51,9841_1112
76901_77040,149,Wisła Głębce,40815,51,10029_1141
76901_77040,150,Wisła Głębce,40815,51,10030_1143
76901_77040,176,Wisła Głębce,40821,51,8286_944
76901_77040,177,Wisła Głębce,40821,51,8313_965
76901_77040,179,Wisła Głębce,40805,51,8223_929
76901_77040,179,Wisła Głębce,40813,51,8300_956
76901_77040,180,Wisła Głębce,40805,51,8309_961
76901_77040,180,Wisła Głębce,40813,51,8311_963
76901_77040,181,Wisła Głębce,40815,51,10030_1144
76901_77040,182,Wisła Głębce,40815,51,10029_1142
76901_77040,31,Wisła Głębce,40815,51,8428_1000
76901_77040,32,Wisła Głębce,40815,51,8428_1001
76901_77040,34,Wisła Głębce,40805,51,9729_1091
76901_77040,34,Wisła Głębce,40821,51,9832_1108
76901_77040,35,Wisła Głębce,40805,51,9728_1090
